episode_name,date,loves,episode_number,comments_count,comment_username,comment_description,comment_likes,comment_dislikes,reply_username,reply_description,reply_likes,reply_dislikes
,,,,,inhellwithbands,My goal in life is to be as unapologetic as Lily,3,0,,,,
,,,,,Kirrokiro,"💅Lilly luv, I think you dropped this👑",3,0,,,,
,,,,,dawn!bear,all ya gotta do,1,0,,,,
,,,,,mickiressa,This speaks volumes on what it's like for people who aren't white in America. And yes I know it's hard out here for everyone but no one gets it as bad as POC.,8,0,,,,
,,,,,Jimin_u_got_no_jams_,"we stan, even though i dont know whats going on, im still reading",6,0,,,,
,,,,,Quincis,damn this episode was so perfect. it made me so warm. yes lily.,7,0,,,,
,,,,,Lindsay Stevens,"I like Lily - she's tough, but kind 😍👏🏽",12,0,,,,
,,,,,Gari Chutney,I always find the diversity of comments in this comic so interesting,15,0,,,,
,,,,,gilleanfryingpan,We stan a trans KWEEN,9,0,,,,
,,,,,inhellwithbands,He should had talked with Lily about it first,5,0,,,,
,,,,,【hi · i’m · weeb】,The first panel... I’m sorry dewans expression is hilarious,8,0,,,,
,,,,,TrulyPeachy,Has Lily fully transitioned ? She has done all through the estrogen process and has had surgery ?,8,5,,,,
,,,,,Kairi 浬,Lily’s such a mooood,6,0,,,,
,,,,,Wizardsaint,This story telling is bomb af!,11,0,,,,
,,,,,gilleanfryingpan,Love how she’s just going drugs all chill on her channel,33,0,,,,
,,,,,sausage172000,...I thought they both knew he was moving in?,15,0,,,,
,,,,,BBSWAG02,LGBT Rule,23,0,,,,
,,,,,0kojo,Is that a possibility of happiness in all this mess?,8,0,,,,
,,,,,Kairi 浬,Love those anti-Trump signsss,42,0,,,,
,,,,,risemika,I love this comic and I love how real it is. Thanks author!,19,1,,,,
,,,,,gilleanfryingpan,I love being Canadian,36,0,,,,
,,,,,happycat(:,so running around in the streets with signs is going to change who our president is? i don't think so. trump is out president now (no matter how much of an idiot he is).,19,41,,,,
,,,,,twilightsparklejunky,ah yes hamilton references ^^,0,0,,,,
,,,,,inhellwithbands,"oh no, Trump 😤😤😤😤",4,0,,,,
,,,,,0kojo,We stan Lily. Hard.,8,0,,,,
,,,,,Jayisonherway,"""Roomies bro jacked my stash"" 😂😂😂😂 I'm hooked. These story lines are super solid.",28,0,,,,
,,,,,Wizardsaint,"Wow, this is a lot of perspective so far! Probs a lot of hard work",7,0,,,,
,,,,,.harry potter.,omg she is so pretty,37,0,,,,
,,,,,gilleanfryingpan,I wanna sub to her,25,0,,,,
,,,,,neftana23,deathdroooop,14,0,,,,
,,,,,Tyrkie,I understand Lily was angry. BUT that's an abused teen who just found out about HIS brother. His aggressive attitude was wrong but Lily should have showed some type of restraint.,24,6,,,,
,,,,,SpiritMoonBlue,"""It's 2am and I still ain't done, y'all"" LMAO Lily out here being a whole mood goddamn",80,0,,,,
,,,,,Craters,Outcome 1: If he’d been a white kid. Outcome 2: Reality check. Man I think this series is going to break my heart.,178,1,,,,
,,,,,catberra,Also was one a positive outcome that he made in his mind a and the other the true outcome,80,0,,,,
,,,,,neftana23,oh nooooo rikers is a very bad prison my fam were talking about it last night oof,77,0,,,,
,,,,,L C,"New reader, one word..WOW 😲",1,0,,,,
,,,,,0kojo,Brutal.,1,0,,,,
,,,,,Evver,Fuuuuuuck that was a good trick,3,0,,,,
,,,,,Adopate,Ah.. damn. If that kid we're my brother.. I wouldn't be so forgiving.,4,0,,,,
,,,,,oshieteyohide,"bruh if my brother were to constantly insult my queer roommate while I'm queer too I'd go apeshit and i certainly don't want him around, like wtf thats so disrespectful (queer here btw and my brother did have a transphob phase and i kicked his ass)",24,0,,,,
,,,,,Lindsay Stevens,I know enough about Rikers from TV to know it isn't somewhere you want to end up 😐,11,0,,,,
,,,,,gilleanfryingpan,WHY IS HE SUCH A GOOD BROTHER,9,0,,,,
,,,,,catberra,a Brother Gotta Do What a Brother Gotta Do,18,0,,,,
,,,,,0kojo,This is... real.,16,0,,,,
,,,,,Lindsay Stevens,"Damn, this story is keepin it 100.",30,0,,,,
,,,,,saphirefan666,he just yeeted them so hard,17,0,,,,
,,,,,gilleanfryingpan,Aaaaaaaah!!!,6,0,,,,
,,,,,vox_degenerat☪,yo this is sad,34,0,,,,
,,,,,catberra,At least somebody cares on like mom and her boyfriend,20,0,,,,
,,,,,sophg3000,"WORK WORK, ANGELICA!! WORK WORK, ELIZA, and Peggy THE SCHYLER SISTERS",2,1,,,,
,,,,,ブルー (𝙱𝚕𝚞𝚎),HAMILTON,2,1,,,,
,,,,,LateAtNight,"...guys i love hamilton to but thats not the point of this comic???? i love how much is said with little panels, if you know what they are talking about. and how theres racism and homophobia and transohobia here and there, obvious enough that you dont need to actively point it out. this comic just resonated with me: stories i wanna hear told in a way that fits me. thank you",16,0,,,,
,,,,,0kojo,His bro better not come back,1,0,,,,
,,,,,dawn!bear,and Peggy?,4,0,,,,
,,,,,mickiressa,Wow the drama in this comic just keeps stacking up more and more. Somebody's gonna break under all that pressure.,6,0,,,,
,,,,,Jimin_u_got_no_jams_,im kinda getting it?,7,0,,,,
,,,,,Yarramie,"that lil brother is such a prick. if he can't follow the rules of the house then ur not needed. leave. don't act like such a dick to your brother who took u in, no questions asked. and why are u going through his meds?!",31,0,,,,
,,,,,ranboolive,I am confusion,16,0,,,,
,,,,,happycat(:,I don't get it...which Hamilton character is this guy?,25,0,,,,
,,,,,neftana23,then leave the house then,249,0,,,,
,,,,,Pomegranate Child,KICK. HIM. OUT.,216,1,,,,
,,,,,Random-_-Name,THIS LIL S H . I T,172,0,,,,
,,,,,inhellwithbands,Throw it to the street!! IDGAF it's what he deserves!!,1,0,,,,
,,,,,DaffyWeirdLaughy,he's probably going through puberty or sum that's why he all emotional and shitt,2,2,,,,
,,,,,0kojo,Out with him.,2,0,,,,
,,,,,livmatt20,"Oooo, I’m boutta pop through the screen and smack that little shot around",7,0,,,,
,,,,,kabachi,"If you didn't like your brother being HIV and gay, than why the heck are you there in the first place?",15,0,,,,
,,,,,Gen the Boba,BOI WHY THE LITTLE BROTHER SUCH SPOILED BRAT HE GETS FREE TICKETS TO HAMILTON!!,7,0,,,,
,,,,,Adopate,This little child needs a wake-up call.,13,0,,,,
,,,,,Seblid,tf is wrong with that kid he should learn to be grateful,19,0,,,,
,,,,,Lindsay Stevens,"Terrence's brother is a little sh*t, but give the kid a break. He just found out his older brother has HIV and lied about it. I'd be breaking sh*t too if it were me.",10,4,,,,
,,,,,Tyrkie,Those scratches are BS! He might end up infected 😔,7,8,,,,
,,,,,lively_yours,Can I call the lil bro a pain in the a$$ ?,32,0,,,,
,,,,,gilleanfryingpan,Ouuuuuch,9,0,,,,
,,,,,bluebunny1000,that audition stuff is really how it is. They are white people casting black people for stereotype roles. if you don't look black enough don't sound black enough you don't get cast. it's as crazy as it sounds,33,0,,,,
,,,,,dawn!bear,"so confused, but luckally I got monkey sh!t out of it so we good",4,1,,,,
,,,,,AELibra,This type of queer storytelling is reminiscent of Alison Bechdel’s Fun Home and I’m here for it. What I’m not here for is the level of stigma and prejudice from readers. I hope y’all stick around and learn something.,30,1,,,,
,,,,,CAntoinette,"“That was great. He was black, but not aggressively black.” Bruh what does that even mean? XD",55,0,,,,
,,,,,Honin Akecheta,Do these idiots WANT to spread aids???,40,11,,,,
,,,,,19danny15,Don’t they realize you can still get infected by oral,67,0,,,,
,,,,,gilleanfryingpan,Ur bro going... monkey poo..?,29,0,,,,
,,,,,gilleanfryingpan,CAN I GET FREE TIX TO HAMILTON?!?!?!,151,0,,,,
,,,,,Lindsay Stevens,"Damn, his mom and ex-foster parents suck ass 😡",132,2,,,,
,,,,,dehydratedaf,I also want to watch Hamilton.,96,0,,,,
,,,,,inhellwithbands,the homophobic betch got to watch Hamilton and I didn't 😔 life ain't fair,1,0,,,,
,,,,,urbipal💖💜💙,Disney+ let out Hamilton today I cried 3 times,0,0,,,,
,,,,,Evver,Free tickets to Hamilton and she didn't stick around?! What a 🤬,4,0,,,,
,,,,,Alex L...,"I would stick around for Aaron burr, sir",4,0,,,,
,,,,,Kurlyrebel,I hate that some parents are this way,5,0,,,,
,,,,,Haleyv2,Ouch :(,4,0,,,,
,,,,,krjnhyu,Can i meet his mom I just want to talk 🔥,15,0,,,,
,,,,,CopperMortar,And this is why I will die in the closet 😣,8,0,,,,
,,,,,Sheila27,what is the HAMILTON?,4,2,,,,
,,,,,catberra,Sad,10,0,,,,
,,,,,happycat(:,wait what...... what kinda crazy person just goes: HEY LET'S RAISE OUR FRIEND'S BROTHER!! WHEEE!!,387,0,,,,
,,,,,gilleanfryingpan,"There will be no hood-rat code-switching to improper English at brunch, young lady. Sounds like my dad.",257,0,,,,
,,,,,gilleanfryingpan,WE CAN BLOG ABOUT IT. ಠ_ಠ Does this sound normal to you..?,241,2,,,,
,,,,,Fujoshi Trash,The waitress was named Peggy...AND PEGGY!,3,0,,,,
,,,,,forgetful and busy,that'll be great on his college admission,2,0,,,,
,,,,,Ërrør & Foggy,Wait a second... did... !?... LADY!?!,3,0,,,,
,,,,,Jimin_u_got_no_jams_,what... adopting a human being just to blog about him...,3,0,,,,
,,,,,CAntoinette,“B-word”,2,0,,,,
,,,,,Kurlyrebel,I'm gradually beginning to understand now. also great art!,2,0,,,,
,,,,,Spaceman Connor,"waitress is a musical and the waitress was named peggy ""and peggy"" cause hes in the musical Hamilton",8,0,,,,
,,,,,Lindsay Stevens,"I like the general plot of this story, but the chapters are too short and end abruptly.",3,0,,,,
,,,,,WinterRose23,aNd PeGgy,3,0,,,,
,,,,,KAJ_,"that code switch comment rub me the wrong way. American ""proper"" english can kiss my behind 😒",8,0,,,,
,,,,,awesomealex134,I love his friends,2,0,,,,
,,,,,Fauniee,AND PEGGY,2,0,,,,
,,,,,RogueSavage8,"Ugh, this is exhausting & I'm Beyond confused. At least i can say that i gave it a shot. I give the rest of you props for being able to follow the story.",17,0,,,,
,,,,,Pomegranate Child,Rich has six fingers?,12,0,,,,
,,,,,Danesha Allen,but I thought prep doesn't prevent hiv?,6,0,,,,
,,,,,Honin Akecheta,“Protection” “Sometimes” This shit makes me want to die a Virgin... although I wouldn’t be dumb enough not to use protection every time.,277,5,,,,
,,,,,sergeantkero,"omg, if this is a true story im gonna cry.",132,1,,,,
,,,,,gilleanfryingpan,Ooooooof,95,0,,,,
,,,,,inhellwithbands,I really do try to be open and don't judge but if you know you're fuck**BG positive and you STILL don't take your medicine and STILL don't use protection you're damn stupid and selfish,1,0,,,,
,,,,,DaffyWeirdLaughy,be smart and safe kids don't wanna end up like this guy aight?,4,2,,,,
,,,,,0kojo,"Ok, now I'm starting to get it.",4,0,,,,
,,,,,Ërrør & Foggy,(me as a Roblox player) *See's word Tix* NU. WE DO NOT SPEAK OF THAT.,3,0,,,,
,,,,,jeffersonhasmyvote,wait can he hook me up with a ticket 😅,5,0,,,,
,,,,,Gen the Boba,"""you're detectible."" WHAT'S THAT SPOSED TO MEAN?!",5,0,,,,
,,,,,JuliaHyde,I just wanted to say that the art style has improved so much! Wow!,0,0,,,,
,,,,,Kurlyrebel,"I like that this conversation took place, honest to reality",5,0,,,,
,,,,,ranboolive,I literally don’t know what tf is happening but I’ll keep reading,14,0,,,,
,,,,,Nina Matti,"I just don't get people like that... honestly, if you make that many wrong decisions, nobody can help you...",4,4,,,,
,,,,,Katalista,What does that mean,0,1,,,,
,,,,,Spice&Sugar,HES IN HAMILTON,22,0,,,,
,,,,,Yoko Arai,I am so confused,2,0,,,,
,,,,,LaNoir,"The worst thing you can do is not telling people you are positive. His ex and daughter could have it too and spread it because he didn't tell them. Don't know how this is handled in America, but in Germany that's bodily injury and will bring you some years in prison.",396,0,,,,
,,,,,SadSoulInTheDark,I'm so confused not gonna lie.,222,0,,,,
,,,,,catberra,group as in support group,95,1,,,,
,,,,,Robot Cat,"So far this story isn’t really explaining anything. And I don’t really see a direction in which it’s going, and I’m confused as to what’s happening so I’m just gunna stop reading....",2,1,,,,
,,,,,Jimin_u_got_no_jams_,im still extremely confused,5,0,,,,
,,,,,Dr. Ashes,"""cabron"" ☺",8,0,,,,
,,,,,desila.s67,"was that... a doctor who reference? ""not if I see you first"" omg",4,0,,,,
,,,,,Angie-O,that is one polit dealer,8,0,,,,
,,,,,Talsong Kingslayer,"Wait, the trainer is positive and might have infected his ex and a child? His ass needs to be in jail",20,5,,,,
,,,,,Wobblie,I feel like this series is gonna make me cry my eyes out. `¬` help,6,1,,,,
,,,,,emberkitten,I sense a ship,3,9,,,,
,,,,,gilleanfryingpan,Hawt,1,5,,,,
,,,,,Random-_-Name,honestly tho thats messed up ti say to your older brother who is letting you stay at his place,264,1,,,,
,,,,,gilleanfryingpan,Shots fIRED,149,1,,,,
,,,,,ellshellecat,That’s so sad.... ;;,105,1,,,,
,,,,,forgetful and busy,"Five years ago, the older brother did sexual favors for EBT card (a welfare card used for food where it requires a pin to use at purchase in USA). And, the brother still goes out to do sexual favors to support his little brother and himself because it's 2:20am and he's dressed to go out. Feel free to correct me.",9,0,,,,
,,,,,DaffyWeirdLaughy,maybe if you don't do stuff you shouldn't be doing you wouldn't have to prevent STDS and HIV and AIDS,1,10,,,,
,,,,,CAntoinette,"I think the younger one was scared for his older bro and the fear came out as anger. Not saying that what he said to the roommate was okay or justifiable, but I can see where the outburst came from.",6,0,,,,
,,,,,Gen the Boba,????,0,0,,,,
,,,,,Kurlyrebel,I feel as though I missed something..... ?,10,0,,,,
,,,,,ranboolive,I’m confusion,2,0,,,,
,,,,,Dr. Ashes,was he sex trafficked...,5,0,,,,
,,,,,Katalista,"Uh,,,,, wHAT",5,0,,,,
,,,,,RogueSavage8,😕Um..what in the world?,4,0,,,,
,,,,,crunchy tomato soup,what.... happened.... ?,12,0,,,,
,,,,,catberra,harsh,14,0,,,,
,,,,,RogueSavage8,"This story is all over the damn place. & I'm really trying to get it, but I just don't.",463,5,,,,
